"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PHL","TAXENV","TOT","PC_GDP","A","2001",0.74,
"PHL","TAXENV","TOT","PC_GDP","A","2002",0.64,
"PHL","TAXENV","TOT","PC_GDP","A","2003",0.59,
"PHL","TAXENV","TOT","PC_GDP","A","2004",0.48,
"PHL","TAXENV","TOT","PC_GDP","A","2005",0.67,
"PHL","TAXENV","TOT","PC_GDP","A","2006",0.48,
"PHL","TAXENV","TOT","PC_GDP","A","2007",0.46,
"PHL","TAXENV","TOT","PC_GDP","A","2008",0.45,
"PHL","TAXENV","TOT","PC_GDP","A","2009",0.48,
"PHL","TAXENV","TOT","PC_GDP","A","2010",0.42,
"PHL","TAXENV","TOT","PC_GDP","A","2011",0.47,
"PHL","TAXENV","TOT","PC_GDP","A","2012",0.45,
"PHL","TAXENV","TOT","PC_GDP","A","2013",0.43,
"PHL","TAXENV","TOT","PC_GDP","A","2014",0.43,
"PHL","TAXENV","TOT","PC_GDP","A","2015",0.48,
"PHL","TAXENV","TOT","PC_GDP","A","2016",0.51,
"PHL","TAXENV","TOT","PC_GDP","A","2017",0.59,
"PHL","TAXENV","TOT","PC_GDP","A","2018",0.85,
"PHL","TAXENV","TOT","PC_GDP","A","2019",1,
"PHL","TAXENV","TOT","PC_GDP","A","2020",0.96,
"ROU","TAXENV","ENRG","PC_GDP","A","1995",1.75,
"ROU","TAXENV","ENRG","PC_GDP","A","1996",1.62,
"ROU","TAXENV","ENRG","PC_GDP","A","1997",2.02,
"ROU","TAXENV","ENRG","PC_GDP","A","1998",2.51,
"ROU","TAXENV","ENRG","PC_GDP","A","1999",3.29,
"ROU","TAXENV","ENRG","PC_GDP","A","2000",2.72,
"ROU","TAXENV","ENRG","PC_GDP","A","2001",1.51,
"ROU","TAXENV","ENRG","PC_GDP","A","2002",1.51,
"ROU","TAXENV","ENRG","PC_GDP","A","2003",2.23,
"ROU","TAXENV","ENRG","PC_GDP","A","2004",2.31,
"ROU","TAXENV","ENRG","PC_GDP","A","2005",1.94,
"ROU","TAXENV","ENRG","PC_GDP","A","2006",1.79,
"ROU","TAXENV","ENRG","PC_GDP","A","2007",1.66,
"ROU","TAXENV","ENRG","PC_GDP","A","2008",1.35,
"ROU","TAXENV","ENRG","PC_GDP","A","2009",1.52,
"ROU","TAXENV","ENRG","PC_GDP","A","2010",1.79,
"ROU","TAXENV","ENRG","PC_GDP","A","2011",1.71,
"ROU","TAXENV","ENRG","PC_GDP","A","2012",1.71,
"ROU","TAXENV","ENRG","PC_GDP","A","2013",1.73,
"ROU","TAXENV","ENRG","PC_GDP","A","2014",2.05,
"ROU","TAXENV","ENRG","PC_GDP","A","2015",2.17,
"ROU","TAXENV","ENRG","PC_GDP","A","2016",2.09,
"ROU","TAXENV","ENRG","PC_GDP","A","2017",1.81,
"ROU","TAXENV","ENRG","PC_GDP","A","2018",1.93,
"ROU","TAXENV","ENRG","PC_GDP","A","2019",2.09,
"ROU","TAXENV","ENRG","PC_GDP","A","2020",1.88,
"ROU","TAXENV","ENRG","PC_GDP","A","2021",1.86,
"ROU","TAXENV","TOT","PC_GDP","A","1995",1.75,
"ROU","TAXENV","TOT","PC_GDP","A","1996",1.62,
"ROU","TAXENV","TOT","PC_GDP","A","1997",2.1,
"ROU","TAXENV","TOT","PC_GDP","A","1998",2.65,
"ROU","TAXENV","TOT","PC_GDP","A","1999",3.42,
"ROU","TAXENV","TOT","PC_GDP","A","2000",2.88,
"ROU","TAXENV","TOT","PC_GDP","A","2001",1.75,
"ROU","TAXENV","TOT","PC_GDP","A","2002",1.72,
"ROU","TAXENV","TOT","PC_GDP","A","2003",2.4,
"ROU","TAXENV","TOT","PC_GDP","A","2004",2.38,
"ROU","TAXENV","TOT","PC_GDP","A","2005",2.01,
"ROU","TAXENV","TOT","PC_GDP","A","2006",1.94,
"ROU","TAXENV","TOT","PC_GDP","A","2007",2.01,
"ROU","TAXENV","TOT","PC_GDP","A","2008",1.7,
"ROU","TAXENV","TOT","PC_GDP","A","2009",1.79,
"ROU","TAXENV","TOT","PC_GDP","A","2010",2.11,
"ROU","TAXENV","TOT","PC_GDP","A","2011",1.95,
"ROU","TAXENV","TOT","PC_GDP","A","2012",1.98,
"ROU","TAXENV","TOT","PC_GDP","A","2013",2.01,
"ROU","TAXENV","TOT","PC_GDP","A","2014",2.32,
"ROU","TAXENV","TOT","PC_GDP","A","2015",2.43,
"ROU","TAXENV","TOT","PC_GDP","A","2016",2.33,
"ROU","TAXENV","TOT","PC_GDP","A","2017",1.96,
"ROU","TAXENV","TOT","PC_GDP","A","2018",2.07,
"ROU","TAXENV","TOT","PC_GDP","A","2019",2.23,
"ROU","TAXENV","TOT","PC_GDP","A","2020",2.02,
"ROU","TAXENV","TOT","PC_GDP","A","2021",2.03,
"RUS","TAXENV","ENRG","PC_GDP","A","1994",0,
"RUS","TAXENV","ENRG","PC_GDP","A","1995",0,
"RUS","TAXENV","ENRG","PC_GDP","A","1996",0,
"RUS","TAXENV","ENRG","PC_GDP","A","1997",0,
"RUS","TAXENV","ENRG","PC_GDP","A","1998",0,
"RWA","TAXENV","ENRG","PC_GDP","A","1994",0,
"RWA","TAXENV","ENRG","PC_GDP","A","1995",0,
"RWA","TAXENV","ENRG","PC_GDP","A","1996",0,
"RWA","TAXENV","ENRG","PC_GDP","A","1997",0.1,
"RWA","TAXENV","ENRG","PC_GDP","A","1998",0.5,
"RWA","TAXENV","ENRG","PC_GDP","A","1999",0.94,
"RWA","TAXENV","ENRG","PC_GDP","A","2000",0.98,
"RWA","TAXENV","ENRG","PC_GDP","A","2001",0.63,
"RWA","TAXENV","ENRG","PC_GDP","A","2002",0.63,
"RWA","TAXENV","ENRG","PC_GDP","A","2003",0.57,
"RWA","TAXENV","ENRG","PC_GDP","A","2004",0.53,
"RWA","TAXENV","ENRG","PC_GDP","A","2005",0.4,
"RWA","TAXENV","ENRG","PC_GDP","A","2006",0.31,
"RWA","TAXENV","ENRG","PC_GDP","A","2007",0.23,
"RWA","TAXENV","ENRG","PC_GDP","A","2008",0.23,
"RWA","TAXENV","ENRG","PC_GDP","A","2009",0.52,
"RWA","TAXENV","ENRG","PC_GDP","A","2010",0.87,
"RWA","TAXENV","ENRG","PC_GDP","A","2011",0.98,
"RWA","TAXENV","ENRG","PC_GDP","A","2012",0.71,
"RWA","TAXENV","ENRG","PC_GDP","A","2013",0.71,
"RWA","TAXENV","ENRG","PC_GDP","A","2014",0.66,
"RWA","TAXENV","ENRG","PC_GDP","A","2015",0.83,
"RWA","TAXENV","ENRG","PC_GDP","A","2016",0.87,
"RWA","TAXENV","ENRG","PC_GDP","A","2017",0.79,
"RWA","TAXENV","ENRG","PC_GDP","A","2018",0.8,
"RWA","TAXENV","ENRG","PC_GDP","A","2019",0.76,
"RWA","TAXENV","ENRG","PC_GDP","A","2020",0.68,
"RWA","TAXENV","TOT","PC_GDP","A","1996",0.44,
"RWA","TAXENV","TOT","PC_GDP","A","1997",0.54,
"RWA","TAXENV","TOT","PC_GDP","A","1998",0.98,
"RWA","TAXENV","TOT","PC_GDP","A","1999",1.4,
"RWA","TAXENV","TOT","PC_GDP","A","2000",1.37,
"RWA","TAXENV","TOT","PC_GDP","A","2001",1,
"RWA","TAXENV","TOT","PC_GDP","A","2002",1.05,
"RWA","TAXENV","TOT","PC_GDP","A","2003",0.93,
"RWA","TAXENV","TOT","PC_GDP","A","2004",0.87,
"RWA","TAXENV","TOT","PC_GDP","A","2005",0.67,
"RWA","TAXENV","TOT","PC_GDP","A","2006",0.68,
"RWA","TAXENV","TOT","PC_GDP","A","2007",0.56,
"RWA","TAXENV","TOT","PC_GDP","A","2008",0.53,
"RWA","TAXENV","TOT","PC_GDP","A","2009",0.86,
"RWA","TAXENV","TOT","PC_GDP","A","2010",1.36,
"RWA","TAXENV","TOT","PC_GDP","A","2011",1.45,
"RWA","TAXENV","TOT","PC_GDP","A","2012",1.22,
"RWA","TAXENV","TOT","PC_GDP","A","2013",1.22,
"RWA","TAXENV","TOT","PC_GDP","A","2014",1.14,
"RWA","TAXENV","TOT","PC_GDP","A","2015",1.37,
"RWA","TAXENV","TOT","PC_GDP","A","2016",1.54,
"RWA","TAXENV","TOT","PC_GDP","A","2017",1.41,
"RWA","TAXENV","TOT","PC_GDP","A","2018",1.41,
"RWA","TAXENV","TOT","PC_GDP","A","2019",1.37,
"RWA","TAXENV","TOT","PC_GDP","A","2020",1.22,
"SEN","TAXENV","ENRG","PC_GDP","A","2002",0.99,
"SEN","TAXENV","ENRG","PC_GDP","A","2003",1.1,
"SEN","TAXENV","ENRG","PC_GDP","A","2004",1.15,
"SEN","TAXENV","ENRG","PC_GDP","A","2005",1.07,
"SEN","TAXENV","ENRG","PC_GDP","A","2006",1.09,
"SEN","TAXENV","ENRG","PC_GDP","A","2007",1.46,
"SEN","TAXENV","ENRG","PC_GDP","A","2008",1.3,
"SEN","TAXENV","ENRG","PC_GDP","A","2009",1.2,
"SEN","TAXENV","ENRG","PC_GDP","A","2010",0.95,
"SEN","TAXENV","ENRG","PC_GDP","A","2011",0.99,
"SEN","TAXENV","ENRG","PC_GDP","A","2012",0.95,
"SEN","TAXENV","ENRG","PC_GDP","A","2013",0.78,
"SEN","TAXENV","ENRG","PC_GDP","A","2014",1.25,
"SEN","TAXENV","ENRG","PC_GDP","A","2015",1.25,
"SEN","TAXENV","ENRG","PC_GDP","A","2016",1.59,
"SEN","TAXENV","ENRG","PC_GDP","A","2017",0.9,
"SEN","TAXENV","ENRG","PC_GDP","A","2018",0.84,
"SEN","TAXENV","ENRG","PC_GDP","A","2019",0.54,
"SEN","TAXENV","ENRG","PC_GDP","A","2020",1.27,
"SEN","TAXENV","TOT","PC_GDP","A","2002",0.99,
"SEN","TAXENV","TOT","PC_GDP","A","2003",1.1,
"SEN","TAXENV","TOT","PC_GDP","A","2004",1.15,
"SEN","TAXENV","TOT","PC_GDP","A","2005",1.07,
"SEN","TAXENV","TOT","PC_GDP","A","2006",1.09,
"SEN","TAXENV","TOT","PC_GDP","A","2007",1.46,
"SEN","TAXENV","TOT","PC_GDP","A","2008",1.3,
"SEN","TAXENV","TOT","PC_GDP","A","2009",1.2,
"SEN","TAXENV","TOT","PC_GDP","A","2010",0.95,
"SEN","TAXENV","TOT","PC_GDP","A","2011",0.99,
"SEN","TAXENV","TOT","PC_GDP","A","2012",1.01,
"SEN","TAXENV","TOT","PC_GDP","A","2013",0.84,
"SEN","TAXENV","TOT","PC_GDP","A","2014",1.29,
"SEN","TAXENV","TOT","PC_GDP","A","2015",1.29,
"SEN","TAXENV","TOT","PC_GDP","A","2016",1.6,
"SEN","TAXENV","TOT","PC_GDP","A","2017",1,
"SEN","TAXENV","TOT","PC_GDP","A","2018",0.96,
"SEN","TAXENV","TOT","PC_GDP","A","2019",0.57,
"SEN","TAXENV","TOT","PC_GDP","A","2020",1.27,
"SGP","TAXENV","ENRG","PC_GDP","A","2005",0.18,
"SGP","TAXENV","ENRG","PC_GDP","A","2006",0.15,
"SGP","TAXENV","ENRG","PC_GDP","A","2007",0.14,
"SGP","TAXENV","ENRG","PC_GDP","A","2008",0.14,
"SGP","TAXENV","ENRG","PC_GDP","A","2009",0.15,
"SGP","TAXENV","ENRG","PC_GDP","A","2010",0.13,
"SGP","TAXENV","ENRG","PC_GDP","A","2011",0.12,
"SGP","TAXENV","ENRG","PC_GDP","A","2012",0.11,
"SGP","TAXENV","ENRG","PC_GDP","A","2013",0.11,
"SGP","TAXENV","ENRG","PC_GDP","A","2014",0.11,
"SGP","TAXENV","ENRG","PC_GDP","A","2015",0.14,
"SGP","TAXENV","ENRG","PC_GDP","A","2016",0.14,
"SGP","TAXENV","ENRG","PC_GDP","A","2017",0.18,
"SGP","TAXENV","ENRG","PC_GDP","A","2018",0.16,
"SGP","TAXENV","ENRG","PC_GDP","A","2019",0.19,
"SGP","TAXENV","ENRG","PC_GDP","A","2020",0.19,
"SGP","TAXENV","TOT","PC_GDP","A","2005",0.42,
"SGP","TAXENV","TOT","PC_GDP","A","2006",0.37,
"SGP","TAXENV","TOT","PC_GDP","A","2007",0.32,
"SGP","TAXENV","TOT","PC_GDP","A","2008",0.31,
"SGP","TAXENV","TOT","PC_GDP","A","2009",0.27,
"SGP","TAXENV","TOT","PC_GDP","A","2010",0.21,
"SGP","TAXENV","TOT","PC_GDP","A","2011",0.19,
"SGP","TAXENV","TOT","PC_GDP","A","2012",0.18,
"SGP","TAXENV","TOT","PC_GDP","A","2013",0.16,
"SGP","TAXENV","TOT","PC_GDP","A","2014",0.17,
"SGP","TAXENV","TOT","PC_GDP","A","2015",0.23,
"SGP","TAXENV","TOT","PC_GDP","A","2016",0.25,
"SGP","TAXENV","TOT","PC_GDP","A","2017",0.27,
"SGP","TAXENV","TOT","PC_GDP","A","2018",0.25,
"SGP","TAXENV","TOT","PC_GDP","A","2019",0.28,
"SGP","TAXENV","TOT","PC_GDP","A","2020",0.25,
"SVN","TAXENV","ENRG","PC_GDP","A","1994",0,
"SVN","TAXENV","ENRG","PC_GDP","A","1995",3.82,
"SVN","TAXENV","ENRG","PC_GDP","A","1996",4.02,
"SVN","TAXENV","ENRG","PC_GDP","A","1997",4.14,
"SVN","TAXENV","ENRG","PC_GDP","A","1998",4.59,
"SVN","TAXENV","ENRG","PC_GDP","A","1999",3.66,
"SVN","TAXENV","ENRG","PC_GDP","A","2000",2.4,
"SVN","TAXENV","ENRG","PC_GDP","A","2001",2.68,
"SVN","TAXENV","ENRG","PC_GDP","A","2002",2.64,
"SVN","TAXENV","ENRG","PC_GDP","A","2003",2.53,
"SVN","TAXENV","ENRG","PC_GDP","A","2004",2.52,
"SVN","TAXENV","ENRG","PC_GDP","A","2005",2.4,
"SVN","TAXENV","ENRG","PC_GDP","A","2006",2.28,
"SVN","TAXENV","ENRG","PC_GDP","A","2007",2.27,
"SVN","TAXENV","ENRG","PC_GDP","A","2008",2.3,
"SVN","TAXENV","ENRG","PC_GDP","A","2009",3.02,
"SVN","TAXENV","ENRG","PC_GDP","A","2010",3.11,
"SVN","TAXENV","ENRG","PC_GDP","A","2011",3.1,
"SVN","TAXENV","ENRG","PC_GDP","A","2012",3.43,
"SVN","TAXENV","ENRG","PC_GDP","A","2013",3.65,
"SVN","TAXENV","ENRG","PC_GDP","A","2014",3.61,
"SVN","TAXENV","ENRG","PC_GDP","A","2015",3.74,
"SVN","TAXENV","ENRG","PC_GDP","A","2016",3.79,
"SVN","TAXENV","ENRG","PC_GDP","A","2017",3.61,
"SVN","TAXENV","ENRG","PC_GDP","A","2018",3.32,
"SVN","TAXENV","ENRG","PC_GDP","A","2019",3.2,
"SVN","TAXENV","ENRG","PC_GDP","A","2020",2.88,
"SVN","TAXENV","ENRG","PC_GDP","A","2021",2.75,
"SVN","TAXENV","TOT","PC_GDP","A","1994",0.33,
"SVN","TAXENV","TOT","PC_GDP","A","1995",4.06,
"SVN","TAXENV","TOT","PC_GDP","A","1996",4.23,
"SVN","TAXENV","TOT","PC_GDP","A","1997",4.56,
"SVN","TAXENV","TOT","PC_GDP","A","1998",5.3,
"SVN","TAXENV","TOT","PC_GDP","A","1999",4.35,
"SVN","TAXENV","TOT","PC_GDP","A","2000",2.98,
"SVN","TAXENV","TOT","PC_GDP","A","2001",3.25,
"SVN","TAXENV","TOT","PC_GDP","A","2002",3.26,
"SVN","TAXENV","TOT","PC_GDP","A","2003",3.31,
"SVN","TAXENV","TOT","PC_GDP","A","2004",3.33,
"SVN","TAXENV","TOT","PC_GDP","A","2005",3.2,
"SVN","TAXENV","TOT","PC_GDP","A","2006",3.01,
"SVN","TAXENV","TOT","PC_GDP","A","2007",2.98,
"SVN","TAXENV","TOT","PC_GDP","A","2008",2.94,
"SVN","TAXENV","TOT","PC_GDP","A","2009",3.6,
"SVN","TAXENV","TOT","PC_GDP","A","2010",3.71,
"SVN","TAXENV","TOT","PC_GDP","A","2011",3.69,
"SVN","TAXENV","TOT","PC_GDP","A","2012",4.09,
"SVN","TAXENV","TOT","PC_GDP","A","2013",4.5,
"SVN","TAXENV","TOT","PC_GDP","A","2014",4.44,
"SVN","TAXENV","TOT","PC_GDP","A","2015",4.6,
"SVN","TAXENV","TOT","PC_GDP","A","2016",4.64,
"SVN","TAXENV","TOT","PC_GDP","A","2017",4.43,
"SVN","TAXENV","TOT","PC_GDP","A","2018",4.11,
"SVN","TAXENV","TOT","PC_GDP","A","2019",3.99,
"SVN","TAXENV","TOT","PC_GDP","A","2020",3.65,
"SVN","TAXENV","TOT","PC_GDP","A","2021",3.47,
"ZAF","TAXENV","ENRG","PC_GDP","A","1994",2.02,
"ZAF","TAXENV","ENRG","PC_GDP","A","1995",1.87,
"ZAF","TAXENV","ENRG","PC_GDP","A","1996",1.75,
"ZAF","TAXENV","ENRG","PC_GDP","A","1997",1.79,
"ZAF","TAXENV","ENRG","PC_GDP","A","1998",1.87,
"ZAF","TAXENV","ENRG","PC_GDP","A","1999",1.89,
"ZAF","TAXENV","ENRG","PC_GDP","A","2000",1.74,
"ZAF","TAXENV","ENRG","PC_GDP","A","2001",1.59,
"ZAF","TAXENV","ENRG","PC_GDP","A","2002",1.43,
"ZAF","TAXENV","ENRG","PC_GDP","A","2003",1.37,
"ZAF","TAXENV","ENRG","PC_GDP","A","2004",1.37,
"ZAF","TAXENV","ENRG","PC_GDP","A","2005",1.45,
"ZAF","TAXENV","ENRG","PC_GDP","A","2006",1.39,
"ZAF","TAXENV","ENRG","PC_GDP","A","2007",1.49,
"ZAF","TAXENV","ENRG","PC_GDP","A","2008",1.39,
"ZAF","TAXENV","ENRG","PC_GDP","A","2009",1.57,
"ZAF","TAXENV","ENRG","PC_GDP","A","2010",1.82,
"ZAF","TAXENV","ENRG","PC_GDP","A","2011",1.91,
"ZAF","TAXENV","ENRG","PC_GDP","A","2012",1.95,
"ZAF","TAXENV","ENRG","PC_GDP","A","2013",1.97,
"ZAF","TAXENV","ENRG","PC_GDP","A","2014",2.01,
"ZAF","TAXENV","ENRG","PC_GDP","A","2015",2.42,
"ZAF","TAXENV","ENRG","PC_GDP","A","2016",2.36,
"ZAF","TAXENV","ENRG","PC_GDP","A","2017",2.42,
"ZAF","TAXENV","ENRG","PC_GDP","A","2018",2.45,
"ZAF","TAXENV","ENRG","PC_GDP","A","2019",2.55,
"ZAF","TAXENV","ENRG","PC_GDP","A","2020",2.5,
"ZAF","TAXENV","TOT","PC_GDP","A","1994",2.09,
"ZAF","TAXENV","TOT","PC_GDP","A","1995",1.93,
"ZAF","TAXENV","TOT","PC_GDP","A","1996",1.81,
"ZAF","TAXENV","TOT","PC_GDP","A","1997",1.89,
"ZAF","TAXENV","TOT","PC_GDP","A","1998",2.11,
"ZAF","TAXENV","TOT","PC_GDP","A","1999",2.1,
"ZAF","TAXENV","TOT","PC_GDP","A","2000",1.96,
"ZAF","TAXENV","TOT","PC_GDP","A","2001",1.83,
"ZAF","TAXENV","TOT","PC_GDP","A","2002",1.68,
"ZAF","TAXENV","TOT","PC_GDP","A","2003",1.83,
"ZAF","TAXENV","TOT","PC_GDP","A","2004",1.81,
"ZAF","TAXENV","TOT","PC_GDP","A","2005",1.91,
"ZAF","TAXENV","TOT","PC_GDP","A","2006",1.86,
"ZAF","TAXENV","TOT","PC_GDP","A","2007",1.94,
"ZAF","TAXENV","TOT","PC_GDP","A","2008",1.65,
"ZAF","TAXENV","TOT","PC_GDP","A","2009",1.81,
"ZAF","TAXENV","TOT","PC_GDP","A","2010",2.09,
"ZAF","TAXENV","TOT","PC_GDP","A","2011",2.24,
"ZAF","TAXENV","TOT","PC_GDP","A","2012",2.29,
"ZAF","TAXENV","TOT","PC_GDP","A","2013",2.32,
"ZAF","TAXENV","TOT","PC_GDP","A","2014",2.33,
"ZAF","TAXENV","TOT","PC_GDP","A","2015",2.75,
"ZAF","TAXENV","TOT","PC_GDP","A","2016",2.67,
"ZAF","TAXENV","TOT","PC_GDP","A","2017",2.78,
"ZAF","TAXENV","TOT","PC_GDP","A","2018",2.82,
"ZAF","TAXENV","TOT","PC_GDP","A","2019",2.94,
"ZAF","TAXENV","TOT","PC_GDP","A","2020",2.92,
"SWZ","TAXENV","ENRG","PC_GDP","A","1995",0.65,
"SWZ","TAXENV","ENRG","PC_GDP","A","1996",0.54,
"SWZ","TAXENV","ENRG","PC_GDP","A","1997",0.53,
"SWZ","TAXENV","ENRG","PC_GDP","A","1998",0.74,
"SWZ","TAXENV","ENRG","PC_GDP","A","1999",0.65,
"SWZ","TAXENV","ENRG","PC_GDP","A","2000",0.63,
"SWZ","TAXENV","ENRG","PC_GDP","A","2001",0.68,
"SWZ","TAXENV","ENRG","PC_GDP","A","2002",0.54,
"SWZ","TAXENV","ENRG","PC_GDP","A","2003",0.48,
"SWZ","TAXENV","ENRG","PC_GDP","A","2004",0.43,
"SWZ","TAXENV","ENRG","PC_GDP","A","2005",0.36,
"SWZ","TAXENV","ENRG","PC_GDP","A","2006",0.41,
"SWZ","TAXENV","ENRG","PC_GDP","A","2007",0.26,
"SWZ","TAXENV","ENRG","PC_GDP","A","2008",0.27,
"SWZ","TAXENV","ENRG","PC_GDP","A","2009",0.3,
"SWZ","TAXENV","ENRG","PC_GDP","A","2010",0.45,
"SWZ","TAXENV","ENRG","PC_GDP","A","2011",0.59,
"SWZ","TAXENV","ENRG","PC_GDP","A","2012",0.95,
"SWZ","TAXENV","ENRG","PC_GDP","A","2013",1.24,
"SWZ","TAXENV","ENRG","PC_GDP","A","2014",1.19,
"SWZ","TAXENV","ENRG","PC_GDP","A","2015",1.29,
"SWZ","TAXENV","ENRG","PC_GDP","A","2016",1.31,
"SWZ","TAXENV","ENRG","PC_GDP","A","2017",1.71,
"SWZ","TAXENV","ENRG","PC_GDP","A","2018",1.7,
"SWZ","TAXENV","ENRG","PC_GDP","A","2019",1.85,
"SWZ","TAXENV","ENRG","PC_GDP","A","2020",1.92,
"SWZ","TAXENV","TOT","PC_GDP","A","1995",0.75,
"SWZ","TAXENV","TOT","PC_GDP","A","1996",0.64,
"SWZ","TAXENV","TOT","PC_GDP","A","1997",0.63,
"SWZ","TAXENV","TOT","PC_GDP","A","1998",0.84,
"SWZ","TAXENV","TOT","PC_GDP","A","1999",0.74,
"SWZ","TAXENV","TOT","PC_GDP","A","2000",0.7,
"SWZ","TAXENV","TOT","PC_GDP","A","2001",0.75,
"SWZ","TAXENV","TOT","PC_GDP","A","2002",0.6,
"SWZ","TAXENV","TOT","PC_GDP","A","2003",0.54,
"SWZ","TAXENV","TOT","PC_GDP","A","2004",0.5,
"SWZ","TAXENV","TOT","PC_GDP","A","2005",0.39,
"SWZ","TAXENV","TOT","PC_GDP","A","2006",0.47,
"SWZ","TAXENV","TOT","PC_GDP","A","2007",0.39,
"SWZ","TAXENV","TOT","PC_GDP","A","2008",0.4,
"SWZ","TAXENV","TOT","PC_GDP","A","2009",0.43,
"SWZ","TAXENV","TOT","PC_GDP","A","2010",0.56,
"SWZ","TAXENV","TOT","PC_GDP","A","2011",0.7,
"SWZ","TAXENV","TOT","PC_GDP","A","2012",1.05,
"SWZ","TAXENV","TOT","PC_GDP","A","2013",1.33,
"SWZ","TAXENV","TOT","PC_GDP","A","2014",1.29,
"SWZ","TAXENV","TOT","PC_GDP","A","2015",1.38,
"SWZ","TAXENV","TOT","PC_GDP","A","2016",1.39,
"SWZ","TAXENV","TOT","PC_GDP","A","2017",1.8,
"SWZ","TAXENV","TOT","PC_GDP","A","2018",1.79,
"SWZ","TAXENV","TOT","PC_GDP","A","2019",1.97,
"SWZ","TAXENV","TOT","PC_GDP","A","2020",2.04,
"TGO","TAXENV","ENRG","PC_GDP","A","2000",1.11,
"TGO","TAXENV","ENRG","PC_GDP","A","2001",0.84,
"TGO","TAXENV","ENRG","PC_GDP","A","2002",0.74,
"TGO","TAXENV","ENRG","PC_GDP","A","2003",1.09,
"TGO","TAXENV","ENRG","PC_GDP","A","2004",1.13,
"TGO","TAXENV","ENRG","PC_GDP","A","2005",0.99,
"TGO","TAXENV","ENRG","PC_GDP","A","2006",1.99,
"TGO","TAXENV","ENRG","PC_GDP","A","2007",1.25,
"TGO","TAXENV","ENRG","PC_GDP","A","2008",1.67,
"TGO","TAXENV","ENRG","PC_GDP","A","2009",0.79,
"TGO","TAXENV","ENRG","PC_GDP","A","2010",0.91,
"TGO","TAXENV","ENRG","PC_GDP","A","2011",2.48,
"TGO","TAXENV","ENRG","PC_GDP","A","2012",2.87,
"TGO","TAXENV","ENRG","PC_GDP","A","2013",3.07,
"TGO","TAXENV","ENRG","PC_GDP","A","2014",1.61,
"TGO","TAXENV","ENRG","PC_GDP","A","2015",1.32,
"TGO","TAXENV","ENRG","PC_GDP","A","2016",1.03,
"TGO","TAXENV","ENRG","PC_GDP","A","2017",1.04,
"TGO","TAXENV","ENRG","PC_GDP","A","2018",1.16,
"TGO","TAXENV","ENRG","PC_GDP","A","2019",0.69,
"TGO","TAXENV","ENRG","PC_GDP","A","2020",0.8,
"TGO","TAXENV","TOT","PC_GDP","A","2000",1.11,
"TGO","TAXENV","TOT","PC_GDP","A","2001",0.84,
"TGO","TAXENV","TOT","PC_GDP","A","2002",0.74,
"TGO","TAXENV","TOT","PC_GDP","A","2003",1.09,
"TGO","TAXENV","TOT","PC_GDP","A","2004",1.13,
"TGO","TAXENV","TOT","PC_GDP","A","2005",0.99,
"TGO","TAXENV","TOT","PC_GDP","A","2006",1.99,
"TGO","TAXENV","TOT","PC_GDP","A","2007",1.25,
"TGO","TAXENV","TOT","PC_GDP","A","2008",1.68,
"TGO","TAXENV","TOT","PC_GDP","A","2009",0.8,
"TGO","TAXENV","TOT","PC_GDP","A","2010",0.92,
"TGO","TAXENV","TOT","PC_GDP","A","2011",2.49,
"TGO","TAXENV","TOT","PC_GDP","A","2012",2.88,
"TGO","TAXENV","TOT","PC_GDP","A","2013",3.11,
"TGO","TAXENV","TOT","PC_GDP","A","2014",1.66,
"TGO","TAXENV","TOT","PC_GDP","A","2015",1.36,
"TGO","TAXENV","TOT","PC_GDP","A","2016",1.06,
"TGO","TAXENV","TOT","PC_GDP","A","2017",1.07,
"TGO","TAXENV","TOT","PC_GDP","A","2018",1.19,
"TGO","TAXENV","TOT","PC_GDP","A","2019",0.71,
"TGO","TAXENV","TOT","PC_GDP","A","2020",0.82,
"TTO","TAXENV","ENRG","PC_GDP","A","1994",0,
"TTO","TAXENV","ENRG","PC_GDP","A","1995",0,
"TTO","TAXENV","ENRG","PC_GDP","A","1996",0,
"TTO","TAXENV","ENRG","PC_GDP","A","1997",0,
"TTO","TAXENV","ENRG","PC_GDP","A","1998",0,
"TTO","TAXENV","ENRG","PC_GDP","A","1999",0,
"TTO","TAXENV","ENRG","PC_GDP","A","2000",0,
"TTO","TAXENV","ENRG","PC_GDP","A","2001",0,
"TTO","TAXENV","ENRG","PC_GDP","A","2002",0,
"TTO","TAXENV","ENRG","PC_GDP","A","2003",0,
"TTO","TAXENV","ENRG","PC_GDP","A","2004",0,
"TTO","TAXENV","ENRG","PC_GDP","A","2005",0,
"TTO","TAXENV","ENRG","PC_GDP","A","2006",0,
"TTO","TAXENV","ENRG","PC_GDP","A","2007",0,
"TTO","TAXENV","ENRG","PC_GDP","A","2008",0.06,
"TTO","TAXENV","ENRG","PC_GDP","A","2009",0.08,
"TTO","TAXENV","ENRG","PC_GDP","A","2010",0.07,
"TTO","TAXENV","ENRG","PC_GDP","A","2011",0.06,
"TTO","TAXENV","ENRG","PC_GDP","A","2012",0.06,
"TTO","TAXENV","ENRG","PC_GDP","A","2013",0.06,
"TTO","TAXENV","ENRG","PC_GDP","A","2014",0.05,
"TTO","TAXENV","ENRG","PC_GDP","A","2015",0.05,
